statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Johnson is fictitious character.,johnson,fictitious character,"writer, lexicographer, lexicologist, author",false,false,true,false,false,instances
Freud is not a psychoanalyst.,freud,psychoanalyst,"analyst, brain doctor, neurologist, psychoanalyst",false,true,true,false,false,instances
Gagarin is a spaceman.,gagarin,spaceman,"astronaut, cosmonaut, spaceman",true,false,true,false,false,instances
Bushnell is not religious mystic.,bushnell,religious mystic,"artificer, discoverer, inventor",true,true,true,false,false,instances
Aquinas is a province.,aquinas,province,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,false,true,false,false,instances
Arabia is a pediatrist.,arabia,pediatrist,peninsula,false,false,true,false,false,instances
Hemingway is a geographic area.,hemingway,geographic area,"author, writer",false,false,true,false,false,instances
Macedon is not a geographic region.,macedon,geographic region,"geographic region, geographic area, geographical area, geographical region",false,true,true,false,false,instances
Tegucigalpa is not a pedagog.,tegucigalpa,pedagog,national capital,true,true,true,false,false,instances
Haifa is not a poet.,haifa,poet,"port, urban center, metropolis, city",true,true,true,false,false,instances
Jolson is not a histrion.,jolson,histrion,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,true,true,false,false,instances
Macedon is an african country.,macedon,african country,"geographic region, geographic area, geographical area, geographical region",false,false,true,false,false,instances
Archean is not an eon.,archean,eon,"aeon, eon",false,true,true,false,false,instances
Macedon is not a diarist.,macedon,diarist,"geographic region, geographic area, geographical area, geographical region",true,true,true,false,false,instances
Nansen is a planet.,nansen,planet,"adventurer, explorer, national leader, solon, statesman",false,false,true,false,false,instances
Loyola is a theologian.,loyola,theologian,"theologian, theologiser, theologist, theologizer, saint",true,false,true,false,false,instances
Dixieland is a designer.,dixieland,designer,"geographic region, geographical area, geographical region, geographic area",false,false,true,false,false,instances
Lazio is an italian region.,lazio,italian region,italian region,true,false,true,false,false,instances
Dix is religious writing.,dix,religious writing,"crusader, meliorist, reformer, reformist, social reformer",false,false,true,false,false,instances
Jolson is a legendary creature.,jolson,legendary creature,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,false,true,false,false,instances
Lazio is not an italian region.,lazio,italian region,italian region,false,true,true,false,false,instances
Duncan is a discoverer.,duncan,discoverer,"dancer, professional dancer, terpsichorean",false,false,true,false,false,instances
Schweitzer is a sculptor.,schweitzer,sculptor,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,false,true,false,false,instances
Spock is a paediatrician.,spock,paediatrician,"baby doctor, paediatrician, pediatrician, pediatrist",true,false,true,false,false,instances
Redford is a role player.,redford,role player,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,false,true,false,false,instances
Hildebrand is not a pirate.,hildebrand,pirate,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,true,true,false,false,instances
Hildebrand is not a revolutionary.,hildebrand,revolutionary,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,true,true,false,false,instances
Aquinas is not an author.,aquinas,author,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,true,true,false,false,instances
MO is not an organist.,MO,organist,american state,true,true,true,false,false,instances
Carolina is not a reformer.,carolina,reformer,"geographical region, geographic region, geographic area, geographical area",true,true,true,false,false,instances
Diaz is not a navigator.,diaz,navigator,navigator,false,true,true,false,false,instances
Aquinas is a doctor.,aquinas,doctor,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,false,true,false,false,instances
TT is not a land.,TT,land,"country, state, land",false,true,true,false,false,instances
Dix is an analyst.,dix,analyst,"crusader, meliorist, reformer, reformist, social reformer",false,false,true,false,false,instances
Dix is a balkan nation.,dix,balkan nation,"crusader, meliorist, reformer, reformist, social reformer",false,false,true,false,false,instances
Walter is not a director.,walter,director,"conductor, director, music director",false,true,true,false,false,instances
Grus is a theologiser.,grus,theologiser,constellation,false,false,true,false,false,instances
Acheson is a martyr.,acheson,martyr,"national leader, solon, statesman",false,false,true,false,false,instances
Oaxaca is a student.,oaxaca,student,"city, metropolis, urban center",false,false,true,false,false,instances
Rushmore is a mountain peak.,rushmore,mountain peak,mountain peak,true,false,true,false,false,instances
Mandelstam is not a poet.,mandelstam,poet,poet,false,true,true,false,false,instances
Fairbanks is not a thespian.,fairbanks,thespian,"thespian, role player, histrion, actor, player",false,true,true,false,false,instances
Redford is a fashion designer.,redford,fashion designer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,false,true,false,false,instances
Kharkov is not a role player.,kharkov,role player,"city, metropolis, urban center",true,true,true,false,false,instances
Tati is a film producer.,tati,film producer,"film maker, film producer, filmmaker, movie maker",true,false,true,false,false,instances
Richelieu is not a prelate.,richelieu,prelate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",false,true,true,false,false,instances
Acheson is not a missioner.,acheson,missioner,"national leader, solon, statesman",true,true,true,false,false,instances
Crichton is not a state capital.,crichton,state capital,"bookman, scholar, scholarly person, student",true,true,true,false,false,instances
Acheson is a national leader.,acheson,national leader,"national leader, solon, statesman",true,false,true,false,false,instances
Freud is a civil rights worker.,freud,civil rights worker,"analyst, brain doctor, neurologist, psychoanalyst",false,false,true,false,false,instances
Trotsky is a navigator.,trotsky,navigator,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,false,true,false,false,instances
Obama is not a president.,obama,president,"chief executive, president, president of the united states, united states president",false,true,true,false,false,instances
Vitus is not a martyr.,vitus,martyr,"martyr, saint",false,true,true,false,false,instances
Muhammad is a balkan country.,muhammad,balkan country,prophet,false,false,true,false,false,instances
Mann is not a clarinettist.,mann,clarinettist,"educator, pedagog, pedagogue",true,true,true,false,false,instances
Gregory is a promoter.,gregory,promoter,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,false,true,false,false,instances
Johnson is an engineer.,johnson,engineer,"writer, lexicographer, lexicologist, author",false,false,true,false,false,instances
Gagarin is a cosmonaut.,gagarin,cosmonaut,"astronaut, cosmonaut, spaceman",true,false,true,false,false,instances
Jolson is not a conspirator.,jolson,conspirator,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,true,true,false,false,instances
Tati is not a geographical area.,tati,geographical area,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Klein is not a designer.,klein,designer,"clothes designer, couturier, fashion designer, designer",false,true,true,false,false,instances
Duncan is a dancer.,duncan,dancer,"dancer, professional dancer, terpsichorean",true,false,true,false,false,instances
Gregory is not a balkan country.,gregory,balkan country,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,true,true,false,false,instances
Debs is a planet.,debs,planet,"labor organizer, organiser, organizer",false,false,true,false,false,instances
Gregory is a spaceman.,gregory,spaceman,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,false,true,false,false,instances
Freud is an analyst.,freud,analyst,"analyst, brain doctor, neurologist, psychoanalyst",true,false,true,false,false,instances
Crichton is not a scholarly person.,crichton,scholarly person,"bookman, scholar, scholarly person, student",false,true,true,false,false,instances
Goodman is a bandleader.,goodman,bandleader,"bandleader, clarinetist, clarinettist",true,false,true,false,false,instances
Crichton is not a king of great britain.,crichton,king of great britain,"bookman, scholar, scholarly person, student",true,true,true,false,false,instances
Italy is a european country.,italy,european country,"european nation, european country",true,false,true,false,false,instances
Klein is not a pedagogue.,klein,pedagogue,"clothes designer, couturier, fashion designer, designer",true,true,true,false,false,instances
Tarkovsky is not a jazz musician.,tarkovsky,jazz musician,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Dix is not a binary.,dix,binary,"crusader, meliorist, reformer, reformist, social reformer",true,true,true,false,false,instances
Gregory is not a doctor.,gregory,doctor,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,true,true,false,false,instances
Dix is a reformer.,dix,reformer,"crusader, meliorist, reformer, reformist, social reformer",true,false,true,false,false,instances
Libby is not an author.,libby,author,chemist,true,true,true,false,false,instances
Vitus is not a geographic region.,vitus,geographic region,"martyr, saint",true,true,true,false,false,instances
Libby is a hierarch.,libby,hierarch,chemist,false,false,true,false,false,instances
Hildebrand is a diarist.,hildebrand,diarist,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",false,false,true,false,false,instances
Cash is a patron saint.,cash,patron saint,"vocalizer, vocalist, vocaliser, singer",false,false,true,false,false,instances
Johor is a revolutionist.,johor,revolutionist,malaysian state,false,false,true,false,false,instances
Dix is not a physiologist.,dix,physiologist,"crusader, meliorist, reformer, reformist, social reformer",true,true,true,false,false,instances
Obama is a civil rights leader.,obama,civil rights leader,"chief executive, president, president of the united states, united states president",false,false,true,false,false,instances
Schweitzer is not a weird sister.,schweitzer,weird sister,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,true,true,false,false,instances
Redford is not a role player.,redford,role player,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,true,true,false,false,instances
Goodman is a double star.,goodman,double star,"bandleader, clarinetist, clarinettist",false,false,true,false,false,instances
MO is not an american state.,MO,american state,american state,false,true,true,false,false,instances
Algiers is not a port.,algiers,port,"national capital, port",false,true,true,false,false,instances
Dix is not a reformer.,dix,reformer,"crusader, meliorist, reformer, reformist, social reformer",false,true,true,false,false,instances
Meyerbeer is not a mythologist.,meyerbeer,mythologist,composer,true,true,true,false,false,instances
Mishnah is a sacred text.,mishnah,sacred text,"religious text, religious writing, sacred text, sacred writing",true,false,true,false,false,instances
Duncan is not a fictional character.,duncan,fictional character,"dancer, professional dancer, terpsichorean",true,true,true,false,false,instances
Owens is a gladiator.,owens,gladiator,"athlete, jock",false,false,true,false,false,instances
Turpin is not a missionary.,turpin,missionary,"highjacker, highwayman, hijacker, road agent",true,true,true,false,false,instances
Schweitzer is not a singer.,schweitzer,singer,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,true,true,false,false,instances
Jolson is an old master.,jolson,old master,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,false,true,false,false,instances
Montpelier is a bishop of rome.,montpelier,bishop of rome,state capital,false,false,true,false,false,instances
Menuhin is a fiddler.,menuhin,fiddler,"fiddler, violinist",true,false,true,false,false,instances
Fawkes is not a machinator.,fawkes,machinator,"coconspirator, conspirator, machinator, plotter",false,true,true,false,false,instances
Kharkov is a male monarch.,kharkov,male monarch,"city, metropolis, urban center",false,false,true,false,false,instances
Decalogue is not a commandment.,decalogue,commandment,commandment,false,true,true,false,false,instances
Rigel is an astronaut.,rigel,astronaut,"binary, binary star, double star",false,false,true,false,false,instances
Acheson is a solon.,acheson,solon,"national leader, solon, statesman",true,false,true,false,false,instances
Jonson is not a financier.,jonson,financier,"dramatist, playwright, poet",true,true,true,false,false,instances
Alger is a writer.,alger,writer,"author, writer",true,false,true,false,false,instances
Fairbanks is not a histrion.,fairbanks,histrion,"thespian, role player, histrion, actor, player",false,true,true,false,false,instances
Archean is not an aeon.,archean,aeon,"aeon, eon",false,true,true,false,false,instances
Shostakovich is a composer.,shostakovich,composer,composer,true,false,true,false,false,instances
Thailand is a catholic pope.,thailand,catholic pope,"asian country, asian nation",false,false,true,false,false,instances
Gregory is not a pope.,gregory,pope,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,true,true,false,false,instances
Richelieu is not religious text.,richelieu,religious text,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,true,true,false,false,instances
Oaxaca is not an urban center.,oaxaca,urban center,"city, metropolis, urban center",false,true,true,false,false,instances
Thailand is not an illustrator.,thailand,illustrator,"asian country, asian nation",true,true,true,false,false,instances
Dix is an interpreter.,dix,interpreter,"crusader, meliorist, reformer, reformist, social reformer",false,false,true,false,false,instances
Oaxaca is metropolis.,oaxaca,metropolis,"city, metropolis, urban center",true,false,true,false,false,instances
TT is a dancer.,TT,dancer,"country, state, land",false,false,true,false,false,instances
Dix is not a social reformer.,dix,social reformer,"crusader, meliorist, reformer, reformist, social reformer",false,true,true,false,false,instances
Tyndale is an interpreter.,tyndale,interpreter,"interpreter, martyr, sufferer, translator",true,false,true,false,false,instances
Tati is not a filmmaker.,tati,filmmaker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Algiers is not a national capital.,algiers,national capital,"national capital, port",false,true,true,false,false,instances
Cash is not a singer.,cash,singer,"vocalizer, vocalist, vocaliser, singer",false,true,true,false,false,instances
Alger is not an asian nation.,alger,asian nation,"author, writer",true,true,true,false,false,instances
Macedon is not an author.,macedon,author,"geographic region, geographic area, geographical area, geographical region",true,true,true,false,false,instances
Harrison is not a socialist.,harrison,socialist,rock star,true,true,true,false,false,instances
Barrie is not a diary keeper.,barrie,diary keeper,"dramatist, playwright",true,true,true,false,false,instances
Italy is a european nation.,italy,european nation,"european nation, european country",true,false,true,false,false,instances
Spock is not a baby doctor.,spock,baby doctor,"baby doctor, paediatrician, pediatrician, pediatrist",false,true,true,false,false,instances
Seville is not a roman.,seville,roman,"metropolis, city, port, urban center",true,true,true,false,false,instances
Trotsky is a revolutionist.,trotsky,revolutionist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,false,true,false,false,instances
Jolson is not a vocaliser.,jolson,vocaliser,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,true,true,false,false,instances
Thales is a philosopher.,thales,philosopher,"astronomer, philosopher, stargazer, uranologist",true,false,true,false,false,instances
Lewis is a writer.,lewis,writer,"author, writer",true,false,true,false,false,instances
Dixieland is a primate.,dixieland,primate,"geographic region, geographical area, geographical region, geographic area",false,false,true,false,false,instances
Cracow is a primate.,cracow,primate,"city, metropolis, urban center",false,false,true,false,false,instances
Spock is not a paediatrician.,spock,paediatrician,"baby doctor, paediatrician, pediatrician, pediatrist",false,true,true,false,false,instances
Turpin is not a highjacker.,turpin,highjacker,"highjacker, highwayman, hijacker, road agent",false,true,true,false,false,instances
Gregory is not an asian nation.,gregory,asian nation,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,true,true,false,false,instances
Chomsky is a linguistic scientist.,chomsky,linguistic scientist,"linguist, linguistic scientist",true,false,true,false,false,instances
Gregory is a holy father.,gregory,holy father,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,false,true,false,false,instances
Cash is not a vocalist.,cash,vocalist,"vocalizer, vocalist, vocaliser, singer",false,true,true,false,false,instances
Crux is not a constellation.,crux,constellation,constellation,false,true,true,false,false,instances
Carolina is not a geographic region.,carolina,geographic region,"geographical region, geographic region, geographic area, geographical area",false,true,true,false,false,instances
Aquinas is not a national leader.,aquinas,national leader,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,true,true,false,false,instances
Montpelier is a state capital.,montpelier,state capital,state capital,true,false,true,false,false,instances
Schweitzer is a province.,schweitzer,province,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,false,true,false,false,instances
Aquinas is a sufferer.,aquinas,sufferer,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,false,true,false,false,instances
Gagarin is a south american nation.,gagarin,south american nation,"astronaut, cosmonaut, spaceman",false,false,true,false,false,instances
Plough is an asterism.,plough,asterism,asterism,true,false,true,false,false,instances
Fawkes is a conspirator.,fawkes,conspirator,"coconspirator, conspirator, machinator, plotter",true,false,true,false,false,instances
Aquinas is not a lexicologist.,aquinas,lexicologist,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,true,true,false,false,instances
Richelieu is an archpriest.,richelieu,archpriest,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,false,true,false,false,instances
Lithuania is not a baltic republic.,lithuania,baltic republic,"baltic state, baltic republic",false,true,true,false,false,instances
Muhammad is not an actor.,muhammad,actor,prophet,true,true,true,false,false,instances
Mishnah is not a sacred text.,mishnah,sacred text,"religious text, religious writing, sacred text, sacred writing",false,true,true,false,false,instances
Obama is not a president of the united states.,obama,president of the united states,"chief executive, president, president of the united states, united states president",false,true,true,false,false,instances
Monet is not a theologian.,monet,theologian,painter,true,true,true,false,false,instances
Schweitzer is a missioner.,schweitzer,missioner,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,false,true,false,false,instances
Madrid is a bandleader.,madrid,bandleader,national capital,false,false,true,false,false,instances
Tarkovsky is not a movie maker.,tarkovsky,movie maker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Toscanini is not a conductor.,toscanini,conductor,"conductor, director, music director",false,true,true,false,false,instances
Mozambique is a patron saint.,mozambique,patron saint,"african country, african nation",false,false,true,false,false,instances
Agrippina is not a roman.,agrippina,roman,roman,false,true,true,false,false,instances
Oaxaca is not a city.,oaxaca,city,"city, metropolis, urban center",false,true,true,false,false,instances
Redford is a pediatrician.,redford,pediatrician,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,false,true,false,false,instances
Oaxaca is not a pirate.,oaxaca,pirate,"city, metropolis, urban center",true,true,true,false,false,instances
Rigel is a binary.,rigel,binary,"binary, binary star, double star",true,false,true,false,false,instances
Oldfield is not a painter.,oldfield,painter,"automobile driver, race driver, racer",true,true,true,false,false,instances
Redford is not a diary keeper.,redford,diary keeper,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,true,true,false,false,instances
Tyndale is not a sufferer.,tyndale,sufferer,"interpreter, martyr, sufferer, translator",false,true,true,false,false,instances
Johnson is a writer.,johnson,writer,"writer, lexicographer, lexicologist, author",true,false,true,false,false,instances
Robbins is not a reformer.,robbins,reformer,choreographer,true,true,true,false,false,instances
Tyrol is an author.,tyrol,author,"province, state",false,false,true,false,false,instances
Oaxaca is an urban center.,oaxaca,urban center,"city, metropolis, urban center",true,false,true,false,false,instances
Joffrey is not a choreographer.,joffrey,choreographer,choreographer,false,true,true,false,false,instances
Mishnah is a crusader.,mishnah,crusader,"religious text, religious writing, sacred text, sacred writing",false,false,true,false,false,instances
Tati is not tennis player.,tati,tennis player,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Graf is not an organizer.,graf,organizer,tennis player,true,true,true,false,false,instances
Carolina is a meliorist.,carolina,meliorist,"geographical region, geographic region, geographic area, geographical area",false,false,true,false,false,instances
Puglia is not a socialist.,puglia,socialist,italian region,true,true,true,false,false,instances
Carolina is a patron saint.,carolina,patron saint,"geographical region, geographic region, geographic area, geographical area",false,false,true,false,false,instances
Sydenham is not a doc.,sydenham,doc,"doc, doctor, dr., md, medico, physician",false,true,true,false,false,instances
Seville is not an urban center.,seville,urban center,"metropolis, city, port, urban center",false,true,true,false,false,instances
Jolson is not a meliorist.,jolson,meliorist,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,true,true,false,false,instances
Redford is a singer.,redford,singer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,false,true,false,false,instances
Graf is a geographic region.,graf,geographic region,tennis player,false,false,true,false,false,instances
Gagarin is not a south american nation.,gagarin,south american nation,"astronaut, cosmonaut, spaceman",true,true,true,false,false,instances
Acheson is not a national leader.,acheson,national leader,"national leader, solon, statesman",false,true,true,false,false,instances
Debs is an organiser.,debs,organiser,"labor organizer, organiser, organizer",true,false,true,false,false,instances
Tyrol is a state.,tyrol,state,"province, state",true,false,true,false,false,instances
Gregory is a movie maker.,gregory,movie maker,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,false,true,false,false,instances
Ukraine is an interpreter.,ukraine,interpreter,"land, country, state",false,false,true,false,false,instances
Reiter is an asterism.,reiter,asterism,bacteriologist,false,false,true,false,false,instances
Nansen is not a solon.,nansen,solon,"adventurer, explorer, national leader, solon, statesman",false,true,true,false,false,instances
Klein is a fashion designer.,klein,fashion designer,"clothes designer, couturier, fashion designer, designer",true,false,true,false,false,instances
Hildebrand is a pontiff.,hildebrand,pontiff,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,false,true,false,false,instances
Willamette is not an eon.,willamette,eon,river,true,true,true,false,false,instances
Redford is a peninsula.,redford,peninsula,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,false,true,false,false,instances
Kharkov is not a balkan nation.,kharkov,balkan nation,"city, metropolis, urban center",true,true,true,false,false,instances
Fawkes is a civil rights worker.,fawkes,civil rights worker,"coconspirator, conspirator, machinator, plotter",false,false,true,false,false,instances
Jolson is a vocalizer.,jolson,vocalizer,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,false,true,false,false,instances
Gagarin is an astronaut.,gagarin,astronaut,"astronaut, cosmonaut, spaceman",true,false,true,false,false,instances
Dixieland is not a geographical area.,dixieland,geographical area,"geographic region, geographical area, geographical region, geographic area",false,true,true,false,false,instances
Goldberg is tennis player.,goldberg,tennis player,cartoonist,false,false,true,false,false,instances
Marciano is not a prizefighter.,marciano,prizefighter,"gladiator, prizefighter",false,true,true,false,false,instances
Dix is a social reformer.,dix,social reformer,"crusader, meliorist, reformer, reformist, social reformer",true,false,true,false,false,instances
Algiers is a hierarch.,algiers,hierarch,"national capital, port",false,false,true,false,false,instances
Schweitzer is a medico.,schweitzer,medico,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,false,true,false,false,instances
Ukraine is not a land.,ukraine,land,"land, country, state",false,true,true,false,false,instances
Tyrol is a king of great britain.,tyrol,king of great britain,"province, state",false,false,true,false,false,instances
Klein is not an astronaut.,klein,astronaut,"clothes designer, couturier, fashion designer, designer",true,true,true,false,false,instances
Molokai is not a psychoanalyst.,molokai,psychoanalyst,island,true,true,true,false,false,instances
Debs is a civil rights leader.,debs,civil rights leader,"labor organizer, organiser, organizer",false,false,true,false,false,instances
Gregory is not a social reformer.,gregory,social reformer,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,true,true,false,false,instances
Aquinas is not a baltic state.,aquinas,baltic state,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,true,true,false,false,instances
Thales is a vocalist.,thales,vocalist,"astronomer, philosopher, stargazer, uranologist",false,false,true,false,false,instances
Jolson is a player.,jolson,player,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,false,true,false,false,instances
Goodman is not a clarinetist.,goodman,clarinetist,"bandleader, clarinetist, clarinettist",false,true,true,false,false,instances
Richelieu is not a hierarch.,richelieu,hierarch,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",false,true,true,false,false,instances
Turpin is a settler.,turpin,settler,"highjacker, highwayman, hijacker, road agent",false,false,true,false,false,instances
Bushnell is not an artificer.,bushnell,artificer,"artificer, discoverer, inventor",false,true,true,false,false,instances
Crichton is a scholarly person.,crichton,scholarly person,"bookman, scholar, scholarly person, student",true,false,true,false,false,instances
Gregory is a geographical area.,gregory,geographical area,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,false,true,false,false,instances
Sydenham is not a md.,sydenham,md,"doc, doctor, dr., md, medico, physician",false,true,true,false,false,instances
Spock is not a sculpturer.,spock,sculpturer,"baby doctor, paediatrician, pediatrician, pediatrist",true,true,true,false,false,instances
Klein is not a couturier.,klein,couturier,"clothes designer, couturier, fashion designer, designer",false,true,true,false,false,instances
Trotsky is a subversive.,trotsky,subversive,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,false,true,false,false,instances
Kazak is a noble.,kazak,noble,"asian country, asian nation",false,false,true,false,false,instances
Loeb is a physiologist.,loeb,physiologist,physiologist,true,false,true,false,false,instances
Bushnell is not an inventor.,bushnell,inventor,"artificer, discoverer, inventor",false,true,true,false,false,instances
Jolson is a vocaliser.,jolson,vocaliser,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,false,true,false,false,instances
Lithuania is a philosopher.,lithuania,philosopher,"baltic state, baltic republic",false,false,true,false,false,instances
Coppola is a peninsula.,coppola,peninsula,"film maker, film producer, filmmaker, movie maker",false,false,true,false,false,instances
Marciano is a prizefighter.,marciano,prizefighter,"gladiator, prizefighter",true,false,true,false,false,instances
Thales is a uranologist.,thales,uranologist,"astronomer, philosopher, stargazer, uranologist",true,false,true,false,false,instances
Acheson is a neurologist.,acheson,neurologist,"national leader, solon, statesman",false,false,true,false,false,instances
Gregory is a civil rights activist.,gregory,civil rights activist,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,false,true,false,false,instances
Mishnah is not religious writing.,mishnah,religious writing,"religious text, religious writing, sacred text, sacred writing",false,true,true,false,false,instances
Nansen is not a civil rights activist.,nansen,civil rights activist,"adventurer, explorer, national leader, solon, statesman",true,true,true,false,false,instances
Friedman is an economist.,friedman,economist,"economic expert, economist",true,false,true,false,false,instances
Loyola is a choreographer.,loyola,choreographer,"theologian, theologiser, theologist, theologizer, saint",false,false,true,false,false,instances
Matthew is not a saint.,matthew,saint,"apostle, evangelist, saint",false,true,true,false,false,instances
Gregory is not a vicar of christ.,gregory,vicar of christ,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,true,true,false,false,instances
Crux is not a mother.,crux,mother,constellation,true,true,true,false,false,instances
Walter is not an actor.,walter,actor,"conductor, director, music director",true,true,true,false,false,instances
Macedon is a geographical region.,macedon,geographical region,"geographic region, geographic area, geographical area, geographical region",true,false,true,false,false,instances
Robbins is not a choreographer.,robbins,choreographer,choreographer,false,true,true,false,false,instances
Sydenham is not a prizefighter.,sydenham,prizefighter,"doc, doctor, dr., md, medico, physician",true,true,true,false,false,instances
Nansen is not an explorer.,nansen,explorer,"adventurer, explorer, national leader, solon, statesman",false,true,true,false,false,instances
Jolson is a publisher.,jolson,publisher,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,false,true,false,false,instances
Campbell is not a bacteriologist.,campbell,bacteriologist,mythologist,true,true,true,false,false,instances
Johnson is not an educator.,johnson,educator,"writer, lexicographer, lexicologist, author",true,true,true,false,false,instances
Redford is a player.,redford,player,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,false,true,false,false,instances
Mann is an educator.,mann,educator,"educator, pedagog, pedagogue",true,false,true,false,false,instances
Trotsky is not a bolshevist.,trotsky,bolshevist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,true,true,false,false,instances
Jonson is not a dramatist.,jonson,dramatist,"dramatist, playwright, poet",false,true,true,false,false,instances
Tati is not a businessman.,tati,businessman,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Obama is a president of the united states.,obama,president of the united states,"chief executive, president, president of the united states, united states president",true,false,true,false,false,instances
MO is an american state.,MO,american state,american state,true,false,true,false,false,instances
Haifa is not an astronomer.,haifa,astronomer,"port, urban center, metropolis, city",true,true,true,false,false,instances
Johnson is a lexicographer.,johnson,lexicographer,"writer, lexicographer, lexicologist, author",true,false,true,false,false,instances
Italy is not a race driver.,italy,race driver,"european nation, european country",true,true,true,false,false,instances
Jutland is not a naval battle.,jutland,naval battle,naval battle,false,true,true,false,false,instances
Thales is not a philosopher.,thales,philosopher,"astronomer, philosopher, stargazer, uranologist",false,true,true,false,false,instances
