statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Swearing is not a synonym of an oath.,swearing,oath,oath,false,true,true,false,false,synonyms
Moniliasis is a synonym of a quaternary.,moniliasis,quaternary,"candidiasis, monilia disease",false,false,true,false,false,synonyms
Scrubbing is a synonym of a scouring.,scrubbing,scouring,"scouring, scrub",true,false,true,false,false,synonyms
Deconstruction is a synonym of a coltsfoot.,deconstruction,coltsfoot,deconstructionism,false,false,true,false,false,synonyms
Turnabout is not a synonym of a reversal.,turnabout,reversal,"reversal, reverse, reversion, turnaround",false,true,true,false,false,synonyms
Chooser is not a synonym of a picker.,chooser,picker,"picker, selector",false,true,true,false,false,synonyms
Depositary is not a synonym of a repository.,depositary,repository,"deposit, depository, repository",false,true,true,false,false,synonyms
Pubis is not a synonym of a pubic bone.,pubis,pubic bone,"os pubis, pubic bone",false,true,true,false,false,synonyms
Quadruplet is a synonym of a quaternion.,quadruplet,quaternion,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",true,false,true,false,false,synonyms
Nonpayment is not a synonym of a default.,nonpayment,default,"default, nonremittal",false,true,true,false,false,synonyms
Whatchamacallit is a synonym of an erection.,whatchamacallit,erection,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,false,true,false,false,synonyms
Chirrup is a synonym of a hemostasia.,chirrup,hemostasia,twitter,false,false,true,false,false,synonyms
Chat is not a synonym of a trey.,chat,trey,"confab, confabulation, schmoose, schmooze",true,true,true,false,false,synonyms
Software is a synonym of a software program.,software,software program,"computer software, package, software package, software program, software system",true,false,true,false,false,synonyms
Wellbeing is a synonym of a peak.,wellbeing,peak,"eudaemonia, eudaimonia, upbeat, welfare, well-being",false,false,true,false,false,synonyms
Edibility is not a synonym of a bag.,edibility,bag,edibleness,true,true,true,false,false,synonyms
Erecting is a synonym of an acclimatisation.,erecting,acclimatisation,erection,false,false,true,false,false,synonyms
Multiprocessing is not a synonym of cheapness.,multiprocessing,cheapness,parallel processing,true,true,true,false,false,synonyms
Dissembling is a synonym of a dissimulation.,dissembling,dissimulation,"deceit, deception, dissimulation",true,false,true,false,false,synonyms
Mastermind is a synonym of a hurry.,mastermind,hurry,"brain, brainiac, einstein, genius",false,false,true,false,false,synonyms
Bridgework is not a synonym of a bridge.,bridgework,bridge,bridge,false,true,true,false,false,synonyms
Starship is a synonym of a kavakava.,starship,kavakava,spaceship,false,false,true,false,false,synonyms
Catamount is a synonym of a performing artist.,catamount,performing artist,"cougar, felis concolor, mountain lion, painter, panther, puma",false,false,true,false,false,synonyms
Adaption is a synonym of a marginalisation.,adaption,marginalisation,"adaptation, adjustment",false,false,true,false,false,synonyms
Guncotton is a synonym of a nitrocellulose.,guncotton,nitrocellulose,"cellulose nitrate, nitrocellulose, nitrocotton",true,false,true,false,false,synonyms
Bottlenose is a synonym of a bottlenose whale.,bottlenose,bottlenose whale,"bottle-nosed whale, bottlenose whale, hyperoodon ampullatus",true,false,true,false,false,synonyms
Nuance is not a synonym of a bracelet.,nuance,bracelet,"nicety, refinement, shade, subtlety",true,true,true,false,false,synonyms
Baht is a synonym of a jubilance.,baht,jubilance,tical,false,false,true,false,false,synonyms
Helix is not a synonym of a crux of the matter.,helix,crux of the matter,genus helix,true,true,true,false,false,synonyms
Lubricant is not a synonym of a scaling.,lubricant,scaling,"lube, lubricating substance, lubricator",true,true,true,false,false,synonyms
Relapse is a synonym of an oomph.,relapse,oomph,"backsliding, lapse, lapsing, relapsing, reversion, reverting",false,false,true,false,false,synonyms
Superstar is not a synonym of a whiz.,superstar,whiz,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",false,true,true,false,false,synonyms
Adjutant is a synonym of a whatchamacallum.,adjutant,whatchamacallum,"adjutant bird, adjutant stork, leptoptilus dubius",false,false,true,false,false,synonyms
Anteroom is not a synonym of a vestibule.,anteroom,vestibule,"antechamber, entrance hall, foyer, hall, lobby, vestibule",false,true,true,false,false,synonyms
Comportment is a synonym of a presence.,comportment,presence,"bearing, mien, presence",true,false,true,false,false,synonyms
Ponderosa is not a synonym of a ponderosa pine.,ponderosa,ponderosa pine,"bull pine, pinus ponderosa, ponderosa pine, western yellow pine",false,true,true,false,false,synonyms
Asystole is a synonym of an adjutant bird.,asystole,adjutant bird,"cardiac arrest, cardiopulmonary arrest",false,false,true,false,false,synonyms
Slobber is not a synonym of a mommy.,slobber,mommy,"dribble, drivel, drool",true,true,true,false,false,synonyms
Anteroom is not a synonym of a lobby.,anteroom,lobby,"antechamber, entrance hall, foyer, hall, lobby, vestibule",false,true,true,false,false,synonyms
Goldbricking is a synonym of a shirking.,goldbricking,shirking,"goofing off, shirking, slacking, soldiering",true,false,true,false,false,synonyms
Springtime is not a synonym of a spring.,springtime,spring,spring,false,true,true,false,false,synonyms
Oneness is a synonym of a prayer book.,oneness,prayer book,unity,false,false,true,false,false,synonyms
Argon is not a synonym of an ar.,argon,ar,"ar, atomic number 18",false,true,true,false,false,synonyms
Cony is not a synonym of a pika.,cony,pika,"coney, mouse hare, pika, rock rabbit",false,true,true,false,false,synonyms
Carnage is a synonym of a perspicacity.,carnage,perspicacity,"butchery, mass murder, massacre, slaughter",false,false,true,false,false,synonyms
Wainscot is a synonym of a water finder.,wainscot,water finder,"wainscoting, wainscotting",false,false,true,false,false,synonyms
Attendee is not a synonym of an attendant.,attendee,attendant,"attendant, attender, meeter",false,true,true,false,false,synonyms
Moniliasis is not a synonym of a sobriety.,moniliasis,sobriety,"candidiasis, monilia disease",true,true,true,false,false,synonyms
Airedale is not a synonym of an airedale terrier.,airedale,airedale terrier,airedale terrier,false,true,true,false,false,synonyms
Delegation is not a synonym of a forest fire fighter.,delegation,forest fire fighter,"delegating, deputation, relegating, relegation",true,true,true,false,false,synonyms
Advertiser is not a synonym of an advertizer.,advertiser,advertizer,"adman, advertizer",false,true,true,false,false,synonyms
Standpoint is a synonym of a stand.,standpoint,stand,"point of view, stand, viewpoint",true,false,true,false,false,synonyms
Collaborationist is not a synonym of effusiveness.,collaborationist,effusiveness,"collaborator, quisling",true,true,true,false,false,synonyms
Booze is a synonym of a hard drink.,booze,hard drink,"hard drink, hard liquor, john barleycorn, liquor, spirits, strong drink",true,false,true,false,false,synonyms
Foyer is a synonym of an antechamber.,foyer,antechamber,"antechamber, anteroom, entrance hall, hall, lobby, vestibule",true,false,true,false,false,synonyms
Padre is a synonym of a father.,padre,father,father,true,false,true,false,false,synonyms
Substitution is not a synonym of an exchange.,substitution,exchange,"commutation, exchange",false,true,true,false,false,synonyms
Irrelevancy is a synonym of an irrelevance.,irrelevancy,irrelevance,irrelevance,true,false,true,false,false,synonyms
Twat is not a synonym of puss.,twat,puss,"cunt, puss, pussy, slit, snatch",false,true,true,false,false,synonyms
Sleaze is a synonym of a tat.,sleaze,tat,"cheapness, tackiness, tat",true,false,true,false,false,synonyms
Exhibitor is a synonym of a nudity.,exhibitor,nudity,"exhibitioner, shower",false,false,true,false,false,synonyms
Paraesthesia is not a synonym of a paresthesia.,paraesthesia,paresthesia,paresthesia,false,true,true,false,false,synonyms
Ratchet is not a synonym of an adult.,ratchet,adult,"rachet, ratch",true,true,true,false,false,synonyms
Worriment is a synonym of an add.,worriment,add,"inconvenience, troublesomeness",false,false,true,false,false,synonyms
Cringle is a synonym of a sand leek.,cringle,sand leek,"eyelet, grommet, grummet, loop",false,false,true,false,false,synonyms
Dissembling is not a synonym of a dissimulation.,dissembling,dissimulation,"deceit, deception, dissimulation",false,true,true,false,false,synonyms
Kebab is a synonym of a mop up.,kebab,mop up,"kabob, shish kebab",false,false,true,false,false,synonyms
Paraldehyde is not a synonym of a leukaemia.,paraldehyde,leukaemia,ethanal trimer,true,true,true,false,false,synonyms
Url is a synonym of a performing artist.,url,performing artist,"uniform resource locator, universal resource locator",false,false,true,false,false,synonyms
Adjutant is a synonym of commonness.,adjutant,commonness,"adjutant bird, adjutant stork, leptoptilus dubius",false,false,true,false,false,synonyms
Substitution is a synonym of an exchange.,substitution,exchange,"commutation, exchange",true,false,true,false,false,synonyms
Attendee is not a synonym of an annoying.,attendee,annoying,"attendant, attender, meeter",true,true,true,false,false,synonyms
Relapse is not a synonym of a backsliding.,relapse,backsliding,"backsliding, lapse, lapsing, relapsing, reversion, reverting",false,true,true,false,false,synonyms
Salary is a synonym of earnings.,salary,earnings,"earnings, pay, remuneration, wage",true,false,true,false,false,synonyms
Illness is a synonym of a malady.,illness,malady,"malady, sickness, unwellness",true,false,true,false,false,synonyms
Turmoil is not a synonym of an agitation.,turmoil,agitation,"agitation, excitement, hullabaloo, upheaval",false,true,true,false,false,synonyms
Brucellosis is a synonym of a rock fever.,brucellosis,rock fever,"gibraltar fever, malta fever, mediterranean fever, rock fever, undulant fever",true,false,true,false,false,synonyms
Springbok is a synonym of antidorcas euchore.,springbok,antidorcas euchore,"antidorcas euchore, antidorcas marsupialis, springbuck",true,false,true,false,false,synonyms
Pes is not a synonym of a contradance.,pes,contradance,"foot, human foot",true,true,true,false,false,synonyms
Hi is a synonym of a howdy.,hi,howdy,"hello, how-do-you-do, howdy, hullo",true,false,true,false,false,synonyms
Grimness is a synonym of a hardship.,grimness,hardship,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",true,false,true,false,false,synonyms
Cookware is a synonym of a cooking utensil.,cookware,cooking utensil,cooking utensil,true,false,true,false,false,synonyms
Commencement is not a synonym of a beginning.,commencement,beginning,"beginning, start",false,true,true,false,false,synonyms
Whatchamacallit is a synonym of a collaborator.,whatchamacallit,collaborator,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,false,true,false,false,synonyms
Forenoon is not a synonym of a trinity.,forenoon,trinity,"morn, morning, morning time",true,true,true,false,false,synonyms
Bacchanalia is a synonym of a windup.,bacchanalia,windup,"bacchanal, debauch, debauchery, drunken revelry, orgy, riot, saturnalia",false,false,true,false,false,synonyms
Handbag is not a synonym of a bandanna.,handbag,bandanna,"bag, pocketbook, purse",true,true,true,false,false,synonyms
Gyre is a synonym of a petting.,gyre,petting,"coil, curl, curlicue, ringlet, roll, scroll, whorl",false,false,true,false,false,synonyms
Forenoon is a synonym of a civility.,forenoon,civility,"morn, morning, morning time",false,false,true,false,false,synonyms
Doctorate is a synonym of doctor's degree.,doctorate,doctor's degree,doctor's degree,true,false,true,false,false,synonyms
Hafnium is a synonym of an atomic number 72.,hafnium,atomic number 72,"atomic number 72, hf",true,false,true,false,false,synonyms
Decadence is a synonym of a sleight.,decadence,sleight,"decadency, degeneracy, degeneration",false,false,true,false,false,synonyms
Imp is a synonym of a pixie.,imp,pixie,"brownie, elf, gremlin, hob, pixie, pixy",true,false,true,false,false,synonyms
Spectroscope is a synonym of a despite.,spectroscope,despite,prism spectroscope,false,false,true,false,false,synonyms
Pervert is a synonym of a deviant.,pervert,deviant,"degenerate, deviant, deviate",true,false,true,false,false,synonyms
Amoy is not a synonym of a moolah.,amoy,moolah,"fukien, fukkianese, hokkianese, min, min dialect, taiwanese",true,true,true,false,false,synonyms
Tadpole is a synonym of a kale.,tadpole,kale,"polliwog, pollywog",false,false,true,false,false,synonyms
Stator is not a synonym of a stator coil.,stator,stator coil,stator coil,false,true,true,false,false,synonyms
Victuals is not a synonym of a noninterference.,victuals,noninterference,"comestible, eatable, edible, pabulum, victual",true,true,true,false,false,synonyms
Software is not a synonym of an ice cap.,software,ice cap,"computer software, package, software package, software program, software system",true,true,true,false,false,synonyms
Mismanagement is not a synonym of a misdirection.,mismanagement,misdirection,misdirection,false,true,true,false,false,synonyms
Whatchamacallit is not a synonym of a gimmick.,whatchamacallit,gimmick,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,true,true,false,false,synonyms
Acromegalia is not a synonym of an acromegaly.,acromegalia,acromegaly,acromegaly,false,true,true,false,false,synonyms
Misgiving is not a synonym of a silk wood.,misgiving,silk wood,apprehension,true,true,true,false,false,synonyms
Caressing is not a synonym of a necking.,caressing,necking,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",false,true,true,false,false,synonyms
Hertz is not a synonym of orchis.,hertz,orchis,"cps, cycle, cycle per second, cycles/second, hz",true,true,true,false,false,synonyms
Railway is a synonym of a turnaround.,railway,turnaround,"railroad, railroad track",false,false,true,false,false,synonyms
Software is a synonym of a package.,software,package,"computer software, package, software package, software program, software system",true,false,true,false,false,synonyms
Trine is a synonym of a tercet.,trine,tercet,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",true,false,true,false,false,synonyms
Irrelevancy is a synonym of a poor boy.,irrelevancy,poor boy,irrelevance,false,false,true,false,false,synonyms
Bemusement is a synonym of a befuddlement.,bemusement,befuddlement,"bafflement, befuddlement, bewilderment, mystification, obfuscation, puzzlement",true,false,true,false,false,synonyms
Prayerbook is not a synonym of haemoptysis.,prayerbook,haemoptysis,prayer book,true,true,true,false,false,synonyms
Mismanagement is a synonym of a netting.,mismanagement,netting,misdirection,false,false,true,false,false,synonyms
Signified is not a synonym of a seashore.,signified,seashore,sense,true,true,true,false,false,synonyms
Piling is not a synonym of a stilt.,piling,stilt,"pile, spile, stilt",false,true,true,false,false,synonyms
Packing is not a synonym of a packing material.,packing,packing material,"packing material, wadding",false,true,true,false,false,synonyms
Provocation is not a synonym of a lead.,provocation,lead,incitement,true,true,true,false,false,synonyms
Bi is not a synonym of an atomic number 83.,bi,atomic number 83,"atomic number 83, bismuth",false,true,true,false,false,synonyms
Oratorio is not a synonym of a brain.,oratorio,brain,cantata,true,true,true,false,false,synonyms
Lethargy is a synonym of flatness.,lethargy,flatness,"flatness, languor, phlegm, sluggishness",true,false,true,false,false,synonyms
Infringement is a synonym of a violation.,infringement,violation,violation,true,false,true,false,false,synonyms
Asystole is not a synonym of a cardiopulmonary arrest.,asystole,cardiopulmonary arrest,"cardiac arrest, cardiopulmonary arrest",false,true,true,false,false,synonyms
Bookmark is not a synonym of a thruway.,bookmark,thruway,bookmarker,true,true,true,false,false,synonyms
Rotting is not a synonym of a rot.,rotting,rot,"breakdown, decomposition, putrefaction, rot",false,true,true,false,false,synonyms
Argon is not a synonym of an atomic number 18.,argon,atomic number 18,"ar, atomic number 18",false,true,true,false,false,synonyms
Peril is a synonym of a stone.,peril,stone,"endangerment, hazard, jeopardy, risk",false,false,true,false,false,synonyms
Morals is not a synonym of an ethical motive.,morals,ethical motive,"ethical motive, ethics, morality",false,true,true,false,false,synonyms
Chirrup is a synonym of a twitter.,chirrup,twitter,twitter,true,false,true,false,false,synonyms
Detection is not a synonym of a detecting.,detection,detecting,"detecting, detective work, sleuthing",false,true,true,false,false,synonyms
Acceptability is a synonym of a pyrotechnic.,acceptability,pyrotechnic,acceptableness,false,false,true,false,false,synonyms
Amble is a synonym of a batch.,amble,batch,"perambulation, promenade, saunter, stroll",false,false,true,false,false,synonyms
Agar is not a synonym of a nutrient agar.,agar,nutrient agar,nutrient agar,false,true,true,false,false,synonyms
Gc is not a synonym of a shower.,gc,shower,"gigacycle, ghz, gigacycle per second, gigahertz",true,true,true,false,false,synonyms
Imp is not a synonym of an elf.,imp,elf,"brownie, elf, gremlin, hob, pixie, pixy",false,true,true,false,false,synonyms
Mastermind is a synonym of genius.,mastermind,genius,"brain, brainiac, einstein, genius",true,false,true,false,false,synonyms
Foyer is a synonym of a primogenitor.,foyer,primogenitor,"antechamber, anteroom, entrance hall, hall, lobby, vestibule",false,false,true,false,false,synonyms
Moniliasis is not a synonym of a labor.,moniliasis,labor,"candidiasis, monilia disease",true,true,true,false,false,synonyms
Shutdown is not a synonym of a windup.,shutdown,windup,"closedown, closing, closure",true,true,true,false,false,synonyms
Hoagy is not a synonym of an orator.,hoagy,orator,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",true,true,true,false,false,synonyms
Grimness is a synonym of an arch.,grimness,arch,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",false,false,true,false,false,synonyms
Asystole is a synonym of a cardiopulmonary arrest.,asystole,cardiopulmonary arrest,"cardiac arrest, cardiopulmonary arrest",true,false,true,false,false,synonyms
Crux is a synonym of a crux of the matter.,crux,crux of the matter,crux of the matter,true,false,true,false,false,synonyms
Amble is not a synonym of a perambulation.,amble,perambulation,"perambulation, promenade, saunter, stroll",false,true,true,false,false,synonyms
Roseola is not a synonym of a rash.,roseola,rash,"efflorescence, rash, skin rash",false,true,true,false,false,synonyms
Surname is a synonym of a last name.,surname,last name,"cognomen, family name, last name",true,false,true,false,false,synonyms
Prosecutor is a synonym of a public prosecutor.,prosecutor,public prosecutor,"prosecuting attorney, prosecuting officer, public prosecutor",true,false,true,false,false,synonyms
Quadruplet is not a synonym of a jiggery-pokery.,quadruplet,jiggery-pokery,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",true,true,true,false,false,synonyms
Haloperidol is not a synonym of a haldol.,haloperidol,haldol,haldol,false,true,true,false,false,synonyms
Goldbricking is not a synonym of a break-in.,goldbricking,break-in,"goofing off, shirking, slacking, soldiering",true,true,true,false,false,synonyms
Jaybird is not a synonym of a blue jay.,jaybird,blue jay,"blue jay, cyanocitta cristata",false,true,true,false,false,synonyms
Compulsion is a synonym of an obsession.,compulsion,obsession,obsession,true,false,true,false,false,synonyms
Breakout is a synonym of a satin flower.,breakout,satin flower,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",false,false,true,false,false,synonyms
Chapeau is a synonym of a lid.,chapeau,lid,"hat, lid",true,false,true,false,false,synonyms
Ml is a synonym of a millilitre.,ml,millilitre,"cc, cubic centimeter, cubic centimetre, mil, milliliter, millilitre",true,false,true,false,false,synonyms
Changefulness is not a synonym of an inconstancy.,changefulness,inconstancy,inconstancy,false,true,true,false,false,synonyms
Driveway is a synonym of an arterial sclerosis.,driveway,arterial sclerosis,"drive, private road",false,false,true,false,false,synonyms
Rusk is not a synonym of brussels biscuit.,rusk,brussels biscuit,"brussels biscuit, twice-baked bread, zwieback",false,true,true,false,false,synonyms
Coagulator is a synonym of a coagulant.,coagulator,coagulant,coagulant,true,false,true,false,false,synonyms
Listing is a synonym of an adult.,listing,adult,"itemisation, itemization",false,false,true,false,false,synonyms
Owl is not a synonym of a bird of night.,owl,bird of night,"bird of minerva, bird of night, hooter",false,true,true,false,false,synonyms
Accusation is a synonym of a min.,accusation,min,charge,false,false,true,false,false,synonyms
Directness is not a synonym of a candour.,directness,candour,"candidness, candor, candour, forthrightness, frankness",false,true,true,false,false,synonyms
Midden is not a synonym of a waistcloth.,midden,waistcloth,"eitchen midden, kitchen midden",true,true,true,false,false,synonyms
Superstar is not a synonym of an ace.,superstar,ace,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",false,true,true,false,false,synonyms
Licentiousness is a synonym of wantonness.,licentiousness,wantonness,wantonness,true,false,true,false,false,synonyms
Sucrose is a synonym of a saccharose.,sucrose,saccharose,saccharose,true,false,true,false,false,synonyms
Infiniteness is a synonym of boundlessness.,infiniteness,boundlessness,"boundlessness, infinitude, limitlessness, unboundedness",true,false,true,false,false,synonyms
Housecoat is not a synonym of a thingumabob.,housecoat,thingumabob,"neglige, negligee, peignoir, wrapper",true,true,true,false,false,synonyms
Maja is a synonym of genus maia.,maja,genus maia,"genus maia, genus maja, maia",true,false,true,false,false,synonyms
Hemoptysis is a synonym of haemoptysis.,hemoptysis,haemoptysis,haemoptysis,true,false,true,false,false,synonyms
Foyer is a synonym of a forced feeding.,foyer,forced feeding,"antechamber, anteroom, entrance hall, hall, lobby, vestibule",false,false,true,false,false,synonyms
Gladiola is not a synonym of gladiolus.,gladiola,gladiolus,"glad, gladiolus, sword lily",false,true,true,false,false,synonyms
Enjoining is not a synonym of giblets.,enjoining,giblets,"cease and desist order, enjoinment, injunction",true,true,true,false,false,synonyms
Braveness is not a synonym of a prosecuting officer.,braveness,prosecuting officer,"bravery, courage, courageousness",true,true,true,false,false,synonyms
Vexation is a synonym of an annoyance.,vexation,annoyance,"annoyance, annoying, irritation",true,false,true,false,false,synonyms
Engram is not a synonym of a memory trace.,engram,memory trace,memory trace,false,true,true,false,false,synonyms
Kinship is not a synonym of a lumper.,kinship,lumper,affinity,true,true,true,false,false,synonyms
Imagination is not a synonym of a scouring.,imagination,scouring,"resource, resourcefulness",true,true,true,false,false,synonyms
Rotting is not a synonym of an impairment.,rotting,impairment,"breakdown, decomposition, putrefaction, rot",true,true,true,false,false,synonyms
Braveness is a synonym of a sashay.,braveness,sashay,"bravery, courage, courageousness",false,false,true,false,false,synonyms
Imp is not a synonym of a rash.,imp,rash,"brownie, elf, gremlin, hob, pixie, pixy",true,true,true,false,false,synonyms
Housecoat is a synonym of a negligee.,housecoat,negligee,"neglige, negligee, peignoir, wrapper",true,false,true,false,false,synonyms
Software is not a synonym of an exhaust fumes.,software,exhaust fumes,"computer software, package, software package, software program, software system",true,true,true,false,false,synonyms
Twat is not a synonym of a country-dance.,twat,country-dance,"cunt, puss, pussy, slit, snatch",true,true,true,false,false,synonyms
Testicle is not a synonym of a fluoresceine.,testicle,fluoresceine,"ball, ballock, bollock, egg, nut, orchis, testis",true,true,true,false,false,synonyms
Lockbox is not a synonym of an encyclopaedism.,lockbox,encyclopaedism,"deposit box, safe-deposit, safe-deposit box, safety-deposit, safety deposit box",true,true,true,false,false,synonyms
Bromine is a synonym of brazenness.,bromine,brazenness,"atomic number 35, br",false,false,true,false,false,synonyms
Sunup is not a synonym of a break of day.,sunup,break of day,"aurora, break of day, break of the day, cockcrow, dawn, dawning, daybreak, dayspring, first light, morning, sunrise",false,true,true,false,false,synonyms
Bacchanalia is not a synonym of a revenge.,bacchanalia,revenge,"bacchanal, debauch, debauchery, drunken revelry, orgy, riot, saturnalia",true,true,true,false,false,synonyms
Gyre is a synonym of an iii.,gyre,iii,"coil, curl, curlicue, ringlet, roll, scroll, whorl",false,false,true,false,false,synonyms
Breakout is not a synonym of a gaolbreak.,breakout,gaolbreak,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",false,true,true,false,false,synonyms
Hoagy is a synonym of a dock worker.,hoagy,dock worker,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",false,false,true,false,false,synonyms
Superstar is a synonym of an ace.,superstar,ace,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",true,false,true,false,false,synonyms
Reflectance is not a synonym of a coefficient of reflection.,reflectance,coefficient of reflection,"coefficient of reflection, reflection factor, reflectivity",false,true,true,false,false,synonyms
Dace is not a synonym of leuciscus leuciscus.,dace,leuciscus leuciscus,leuciscus leuciscus,false,true,true,false,false,synonyms
Midden is not a synonym of a myopia.,midden,myopia,"eitchen midden, kitchen midden",true,true,true,false,false,synonyms
Delegation is not a synonym of a deputation.,delegation,deputation,"delegating, deputation, relegating, relegation",false,true,true,false,false,synonyms
Tv is a synonym of raphanus sativus longipinnatus.,tv,raphanus sativus longipinnatus,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",false,false,true,false,false,synonyms
Moonflower is not a synonym of a windup.,moonflower,windup,"belle de nuit, ipomoea alba",true,true,true,false,false,synonyms
Salary is not a synonym of a remuneration.,salary,remuneration,"earnings, pay, remuneration, wage",false,true,true,false,false,synonyms
Cocain is a synonym of a cocaine.,cocain,cocaine,cocaine,true,false,true,false,false,synonyms
Silva is not a synonym of a safe-deposit.,silva,safe-deposit,sylva,true,true,true,false,false,synonyms
Stetson is not a synonym of a felt hat.,stetson,felt hat,"fedora, felt hat, homburg, trilby",false,true,true,false,false,synonyms
Gatecrasher is a synonym of a youth hostel.,gatecrasher,youth hostel,"crasher, unwelcome guest",false,false,true,false,false,synonyms
Gc is not a synonym of a dissimulation.,gc,dissimulation,"gigacycle, ghz, gigacycle per second, gigahertz",true,true,true,false,false,synonyms
Merchandise is a synonym of a product.,merchandise,product,"product, ware",true,false,true,false,false,synonyms
Turboprop is not a synonym of a trey.,turboprop,trey,"propjet, turbo-propeller plane",true,true,true,false,false,synonyms
Marginalization is not a synonym of a marginalisation.,marginalization,marginalisation,marginalisation,false,true,true,false,false,synonyms
Procurement is not a synonym of perspicaciousness.,procurement,perspicaciousness,"procural, procurance",true,true,true,false,false,synonyms
Madrona is not a synonym of a madrono.,madrona,madrono,"arbutus menziesii, madrono, manzanita",false,true,true,false,false,synonyms
Moniliasis is not a synonym of a monilia disease.,moniliasis,monilia disease,"candidiasis, monilia disease",false,true,true,false,false,synonyms
Nonpayment is not a synonym of a bar.,nonpayment,bar,"default, nonremittal",true,true,true,false,false,synonyms
Biotech is a synonym of a biotechnology.,biotech,biotechnology,biotechnology,true,false,true,false,false,synonyms
Catamount is a synonym of a cougar.,catamount,cougar,"cougar, felis concolor, mountain lion, painter, panther, puma",true,false,true,false,false,synonyms
Grimness is a synonym of rigourousness.,grimness,rigourousness,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",true,false,true,false,false,synonyms
Twat is a synonym of a hazard.,twat,hazard,"cunt, puss, pussy, slit, snatch",false,false,true,false,false,synonyms
Breakout is not a synonym of a jailbreak.,breakout,jailbreak,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",false,true,true,false,false,synonyms
Cocci is a synonym of hydrops.,cocci,hydrops,coccus,false,false,true,false,false,synonyms
Windsock is not a synonym of an air sock.,windsock,air sock,"air-sleeve, air sock, drogue, sock, wind cone, wind sleeve, wind sock",false,true,true,false,false,synonyms
Grandmother is a synonym of an immediate payment.,grandmother,immediate payment,"gran, grandma, grannie, granny, nan, nanna",false,false,true,false,false,synonyms
Tv is not a synonym of an orator.,tv,orator,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",true,true,true,false,false,synonyms
Pipal is a synonym of a pipal tree.,pipal,pipal tree,"bo tree, ficus religiosa, peepul, pipal tree, pipul, sacred fig",true,false,true,false,false,synonyms
Leash is a synonym of a lead.,leash,lead,"lead, tether",true,false,true,false,false,synonyms
Corticoid is a synonym of a stringency.,corticoid,stringency,"adrenal cortical steroid, corticosteroid",false,false,true,false,false,synonyms
Seraglio is not a synonym of a serail.,seraglio,serail,"hareem, harem, serail",false,true,true,false,false,synonyms
Abruption is a synonym of a recoverer.,abruption,recoverer,breaking off,false,false,true,false,false,synonyms
Quadruplet is a synonym of an iv.,quadruplet,iv,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",true,false,true,false,false,synonyms
Catamount is not a synonym of a deputation.,catamount,deputation,"cougar, felis concolor, mountain lion, painter, panther, puma",true,true,true,false,false,synonyms
Pyjama is not a synonym of a pajama.,pyjama,pajama,"jammies, pajama, pj's",false,true,true,false,false,synonyms
Hafnium is a synonym of fisticuffs.,hafnium,fisticuffs,"atomic number 72, hf",false,false,true,false,false,synonyms
Liter is a synonym of a litre.,liter,litre,"cubic decimeter, cubic decimetre, l, litre",true,false,true,false,false,synonyms
Housecoat is not a synonym of a wrapper.,housecoat,wrapper,"neglige, negligee, peignoir, wrapper",false,true,true,false,false,synonyms
Spending is a synonym of an outgo.,spending,outgo,"expenditure, outgo, outlay",true,false,true,false,false,synonyms
