statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_neither,multiclass_label
The city of Tiet Reale is not located in West Thermerunegro.,Tiet Reale,West Thermerunegro,"Nethe Unia, Statedorda",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tiet Reale is located in Egyzstated Phile.,Tiet Reale,Egyzstated Phile,"Nethe Unia, Statedorda",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tiet Reale is not located in Statedorda.,Tiet Reale,Statedorda,"Nethe Unia, Statedorda",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tiet Reale is located in Statedorda.,Tiet Reale,Statedorda,"Nethe Unia, Statedorda",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tiet Reale is not located in Ireecedest.,Tiet Reale,Ireecedest,"Nethe Unia, Statedorda",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tiet Reale is located in the Tharitia Islands.,Tiet Reale,the Tharitia Islands,"Nethe Unia, Statedorda",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is not located in West Chiopinlanaman.,Budad Hillan,West Chiopinlanaman,"West Chiopinlanaman, Bahambia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is located in West Chiopinlanaman.,Budad Hillan,West Chiopinlanaman,"West Chiopinlanaman, Bahambia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is not located in the Bahrazil.,Budad Hillan,the Bahrazil,"West Chiopinlanaman, Bahambia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is located in Romocraceli.,Budad Hillan,Romocraceli,"West Chiopinlanaman, Bahambia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is not located in Bahambia.,Budad Hillan,Bahambia,"West Chiopinlanaman, Bahambia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is located in Bahambia.,Budad Hillan,Bahambia,"West Chiopinlanaman, Bahambia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is not located in Thuamenman.,Budad Hillan,Thuamenman,"West Chiopinlanaman, Bahambia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Budad Hillan is located in Sinamencippia.,Budad Hillan,Sinamencippia,"West Chiopinlanaman, Bahambia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is not located in Maldia Ricland.,Jingongfeng,Maldia Ricland,"Maldia Ricland, Azerina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is located in Maldia Ricland.,Jingongfeng,Maldia Ricland,"Maldia Ricland, Azerina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is not located in Soldovadago.,Jingongfeng,Soldovadago,"Maldia Ricland, Azerina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is located in Nethe Unia.,Jingongfeng,Nethe Unia,"Maldia Ricland, Azerina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is not located in Azerina.,Jingongfeng,Azerina,"Maldia Ricland, Azerina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is located in Azerina.,Jingongfeng,Azerina,"Maldia Ricland, Azerina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is not located in the Unitzegola.,Jingongfeng,the Unitzegola,"Maldia Ricland, Azerina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jingongfeng is located in the Monted Stala Kingdom.,Jingongfeng,the Monted Stala Kingdom,"Maldia Ricland, Azerina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Tarmbe is not located in Hainites, Phia.",Tarmbe,"Hainites, Phia","Hainites, Phia, Swed Statenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Tarmbe is located in Hainites, Phia.",Tarmbe,"Hainites, Phia","Hainites, Phia, Swed Statenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tarmbe is not located in Bahambia.,Tarmbe,Bahambia,"Hainites, Phia, Swed Statenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tarmbe is located in Libodi Afria.,Tarmbe,Libodi Afria,"Hainites, Phia, Swed Statenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tarmbe is not located in Swed Statenezue.,Tarmbe,Swed Statenezue,"Hainites, Phia, Swed Statenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tarmbe is located in Swed Statenezue.,Tarmbe,Swed Statenezue,"Hainites, Phia, Swed Statenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tarmbe is not located in West Benes.,Tarmbe,West Benes,"Hainites, Phia, Swed Statenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tarmbe is located in Monites.,Tarmbe,Monites,"Hainites, Phia, Swed Statenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is not located in Ireecedest.,Marantung,Ireecedest,"Ireecedest, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is located in Ireecedest.,Marantung,Ireecedest,"Ireecedest, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Marantung is not located in Qates, Honea.",Marantung,"Qates, Honea","Ireecedest, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is located in Statedorda.,Marantung,Statedorda,"Ireecedest, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is not located in Bostra Ance.,Marantung,Bostra Ance,"Ireecedest, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is located in Bostra Ance.,Marantung,Bostra Ance,"Ireecedest, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is not located in Monites.,Marantung,Monites,"Ireecedest, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Marantung is located in Uzbertinit.,Marantung,Uzbertinit,"Ireecedest, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is not located in Coldivenites.,Damataysk,Coldivenites,"Coldivenites, the Philicao",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is located in Coldivenites.,Damataysk,Coldivenites,"Coldivenites, the Philicao",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is not located in Kuwaterlands.,Damataysk,Kuwaterlands,"Coldivenites, the Philicao",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Damataysk is located in Qates, Honea.",Damataysk,"Qates, Honea","Coldivenites, the Philicao",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is not located in the Philicao.,Damataysk,the Philicao,"Coldivenites, the Philicao",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is located in the Philicao.,Damataysk,the Philicao,"Coldivenites, the Philicao",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is not located in Bottestes.,Damataysk,Bottestes,"Coldivenites, the Philicao",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Damataysk is located in Beloutate.,Damataysk,Beloutate,"Coldivenites, the Philicao",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is not located in Luxemongan.,Colly,Luxemongan,"Luxemongan, Rustated Stania",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is located in Luxemongan.,Colly,Luxemongan,"Luxemongan, Rustated Stania",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is not located in Demal Guinei.,Colly,Demal Guinei,"Luxemongan, Rustated Stania",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is located in the Nigenyandon Kingdom.,Colly,the Nigenyandon Kingdom,"Luxemongan, Rustated Stania",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is not located in Rustated Stania.,Colly,Rustated Stania,"Luxemongan, Rustated Stania",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is located in Rustated Stania.,Colly,Rustated Stania,"Luxemongan, Rustated Stania",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is not located in Egyzstrea.,Colly,Egyzstrea,"Luxemongan, Rustated Stania",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Colly is located in the Therrites.,Colly,the Therrites,"Luxemongan, Rustated Stania",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is not located in Alganzanonglan.,Kibuzian,Alganzanonglan,"Alganzanonglan, Ugaraelgapands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is located in Alganzanonglan.,Kibuzian,Alganzanonglan,"Alganzanonglan, Ugaraelgapands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is not located in Maldia Ricland.,Kibuzian,Maldia Ricland,"Alganzanonglan, Ugaraelgapands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Kibuzian is located in Lebaines, Herma.",Kibuzian,"Lebaines, Herma","Alganzanonglan, Ugaraelgapands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is not located in Ugaraelgapands.,Kibuzian,Ugaraelgapands,"Alganzanonglan, Ugaraelgapands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is located in Ugaraelgapands.,Kibuzian,Ugaraelgapands,"Alganzanonglan, Ugaraelgapands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is not located in the Malan Mon.,Kibuzian,the Malan Mon,"Alganzanonglan, Ugaraelgapands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kibuzian is located in West Gamenmaragua.,Kibuzian,West Gamenmaragua,"Alganzanonglan, Ugaraelgapands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Caetapended is not located in West Gamenmaragua.,Caetapended,West Gamenmaragua,"West Gamenmaragua, Hainites, Phia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Caetapended is located in West Gamenmaragua.,Caetapended,West Gamenmaragua,"West Gamenmaragua, Hainites, Phia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Caetapended is not located in Anglanmalia.,Caetapended,Anglanmalia,"West Gamenmaragua, Hainites, Phia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Caetapended is located in Bothe Bahra.,Caetapended,Bothe Bahra,"West Gamenmaragua, Hainites, Phia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Caetapended is not located in Hainites, Phia.",Caetapended,"Hainites, Phia","West Gamenmaragua, Hainites, Phia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Caetapended is located in Hainites, Phia.",Caetapended,"Hainites, Phia","West Gamenmaragua, Hainites, Phia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Caetapended is not located in Sinamencippia.,Caetapended,Sinamencippia,"West Gamenmaragua, Hainites, Phia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Caetapended is located in Southe Unia.,Caetapended,Southe Unia,"West Gamenmaragua, Hainites, Phia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is not located in Sern Rico.,Luganāṭir,Sern Rico,"Sern Rico, the Congolango",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is located in Sern Rico.,Luganāṭir,Sern Rico,"Sern Rico, the Congolango",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is not located in Ethe Lan.,Luganāṭir,Ethe Lan,"Sern Rico, the Congolango",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is located in Kuwaterlands.,Luganāṭir,Kuwaterlands,"Sern Rico, the Congolango",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is not located in the Congolango.,Luganāṭir,the Congolango,"Sern Rico, the Congolango",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is located in the Congolango.,Luganāṭir,the Congolango,"Sern Rico, the Congolango",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is not located in Thuamenman.,Luganāṭir,Thuamenman,"Sern Rico, the Congolango",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Luganāṭir is located in Urunes.,Luganāṭir,Urunes,"Sern Rico, the Congolango",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bernbiley is not located in Ethe Yemocco.,Bernbiley,Ethe Yemocco,"Ethe Yemocco, Guates, OK",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bernbiley is located in Ethe Yemocco.,Bernbiley,Ethe Yemocco,"Ethe Yemocco, Guates, OK",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bernbiley is not located in Russaudan.,Bernbiley,Russaudan,"Ethe Yemocco, Guates, OK",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bernbiley is located in North Guing.,Bernbiley,North Guing,"Ethe Yemocco, Guates, OK",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Bernbiley is not located in Guates, OK.",Bernbiley,"Guates, OK","Ethe Yemocco, Guates, OK",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Bernbiley is located in Guates, OK.",Bernbiley,"Guates, OK","Ethe Yemocco, Guates, OK",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bernbiley is not located in Haiteria.,Bernbiley,Haiteria,"Ethe Yemocco, Guates, OK",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bernbiley is located in Beloutate.,Bernbiley,Beloutate,"Ethe Yemocco, Guates, OK",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is not located in the Congolango.,Deninde,the Congolango,"the Congolango, Togolanzakine",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is located in the Congolango.,Deninde,the Congolango,"the Congolango, Togolanzakine",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is not located in Estracarkey.,Deninde,Estracarkey,"the Congolango, Togolanzakine",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is located in Marbandialand.,Deninde,Marbandialand,"the Congolango, Togolanzakine",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is not located in Togolanzakine.,Deninde,Togolanzakine,"the Congolango, Togolanzakine",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is located in Togolanzakine.,Deninde,Togolanzakine,"the Congolango, Togolanzakine",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is not located in Luxemongan.,Deninde,Luxemongan,"the Congolango, Togolanzakine",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Deninde is located in Molovenezue.,Deninde,Molovenezue,"the Congolango, Togolanzakine",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is not located in Molomarkey.,Panlıurfa,Molomarkey,"Molomarkey, Lites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is located in Molomarkey.,Panlıurfa,Molomarkey,"Molomarkey, Lites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is not located in Marbate.,Panlıurfa,Marbate,"Molomarkey, Lites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Panlıurfa is located in New Guades, OR.",Panlıurfa,"New Guades, OR","Molomarkey, Lites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is not located in Lites.,Panlıurfa,Lites,"Molomarkey, Lites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is located in Lites.,Panlıurfa,Lites,"Molomarkey, Lites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is not located in Japublippia.,Panlıurfa,Japublippia,"Molomarkey, Lites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Panlıurfa is located in Gern Tomalica.,Panlıurfa,Gern Tomalica,"Molomarkey, Lites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is not located in Statedorda.,Rosnoto,Statedorda,"Statedorda, Anglanmalia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is located in Statedorda.,Rosnoto,Statedorda,"Statedorda, Anglanmalia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is not located in Monites.,Rosnoto,Monites,"Statedorda, Anglanmalia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is located in Marbate.,Rosnoto,Marbate,"Statedorda, Anglanmalia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is not located in Anglanmalia.,Rosnoto,Anglanmalia,"Statedorda, Anglanmalia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is located in Anglanmalia.,Rosnoto,Anglanmalia,"Statedorda, Anglanmalia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is not located in the Unitedory.,Rosnoto,the Unitedory,"Statedorda, Anglanmalia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Rosnoto is located in Brussauric.,Rosnoto,Brussauric,"Statedorda, Anglanmalia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is not located in the Kaziles.,Yuzhinsk,the Kaziles,"the Kaziles, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is located in the Kaziles.,Yuzhinsk,the Kaziles,"the Kaziles, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is not located in Sura Lebaine.,Yuzhinsk,Sura Lebaine,"the Kaziles, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is located in Guaterba.,Yuzhinsk,Guaterba,"the Kaziles, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is not located in Libodi Afria.,Yuzhinsk,Libodi Afria,"the Kaziles, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is located in Libodi Afria.,Yuzhinsk,Libodi Afria,"the Kaziles, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is not located in Guinegroa.,Yuzhinsk,Guinegroa,"the Kaziles, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yuzhinsk is located in Sura Lebaine.,Yuzhinsk,Sura Lebaine,"the Kaziles, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is not located in the Tharitia Islands.,Jagdīsha,the Tharitia Islands,"the Tharitia Islands, North Qated State",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is located in the Tharitia Islands.,Jagdīsha,the Tharitia Islands,"the Tharitia Islands, North Qated State",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is not located in Coldivenites.,Jagdīsha,Coldivenites,"the Tharitia Islands, North Qated State",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Jagdīsha is located in Sudives, OK.",Jagdīsha,"Sudives, OK","the Tharitia Islands, North Qated State",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is not located in North Qated State.,Jagdīsha,North Qated State,"the Tharitia Islands, North Qated State",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is located in North Qated State.,Jagdīsha,North Qated State,"the Tharitia Islands, North Qated State",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is not located in Slomoates.,Jagdīsha,Slomoates,"the Tharitia Islands, North Qated State",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jagdīsha is located in Mong Korea.,Jagdīsha,Mong Korea,"the Tharitia Islands, North Qated State",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is not located in Alganzanonglan.,Ulaardeaux,Alganzanonglan,"Alganzanonglan, Sern Rico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is located in Alganzanonglan.,Ulaardeaux,Alganzanonglan,"Alganzanonglan, Sern Rico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is not located in Finites.,Ulaardeaux,Finites,"Alganzanonglan, Sern Rico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is located in Maudia.,Ulaardeaux,Maudia,"Alganzanonglan, Sern Rico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is not located in Sern Rico.,Ulaardeaux,Sern Rico,"Alganzanonglan, Sern Rico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is located in Sern Rico.,Ulaardeaux,Sern Rico,"Alganzanonglan, Sern Rico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is not located in the Cameny.,Ulaardeaux,the Cameny,"Alganzanonglan, Sern Rico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Ulaardeaux is located in Algenestate.,Ulaardeaux,Algenestate,"Alganzanonglan, Sern Rico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is not located in Bothe Bahra.,Jalāsimo,Bothe Bahra,"Bothe Bahra, Alganzanonglan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is located in Bothe Bahra.,Jalāsimo,Bothe Bahra,"Bothe Bahra, Alganzanonglan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is not located in the Domory.,Jalāsimo,the Domory,"Bothe Bahra, Alganzanonglan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is located in Jamirgerland.,Jalāsimo,Jamirgerland,"Bothe Bahra, Alganzanonglan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is not located in Alganzanonglan.,Jalāsimo,Alganzanonglan,"Bothe Bahra, Alganzanonglan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is located in Alganzanonglan.,Jalāsimo,Alganzanonglan,"Bothe Bahra, Alganzanonglan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is not located in Southe Unia.,Jalāsimo,Southe Unia,"Bothe Bahra, Alganzanonglan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jalāsimo is located in the Stanman.,Jalāsimo,the Stanman,"Bothe Bahra, Alganzanonglan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is not located in Kuwaterlands.,Jardsbertonga,Kuwaterlands,"Kuwaterlands, Surkistatvia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is located in Kuwaterlands.,Jardsbertonga,Kuwaterlands,"Kuwaterlands, Surkistatvia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Jardsbertonga is not located in Angapubates, WV.",Jardsbertonga,"Angapubates, WV","Kuwaterlands, Surkistatvia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is located in North Qated State.,Jardsbertonga,North Qated State,"Kuwaterlands, Surkistatvia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is not located in Surkistatvia.,Jardsbertonga,Surkistatvia,"Kuwaterlands, Surkistatvia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is located in Surkistatvia.,Jardsbertonga,Surkistatvia,"Kuwaterlands, Surkistatvia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is not located in Lited Salana.,Jardsbertonga,Lited Salana,"Kuwaterlands, Surkistatvia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jardsbertonga is located in Lites.,Jardsbertonga,Lites,"Kuwaterlands, Surkistatvia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is not located in Uzberthe Par.,Yōkaidi Nuevar,Uzberthe Par,"Uzberthe Par, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is located in Uzberthe Par.,Yōkaidi Nuevar,Uzberthe Par,"Uzberthe Par, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is not located in Togolanzakine.,Yōkaidi Nuevar,Togolanzakine,"Uzberthe Par, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is located in Bolanites.,Yōkaidi Nuevar,Bolanites,"Uzberthe Par, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is not located in Luxemongan.,Yōkaidi Nuevar,Luxemongan,"Uzberthe Par, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is located in Luxemongan.,Yōkaidi Nuevar,Luxemongan,"Uzberthe Par, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is not located in Viern Repuaden.,Yōkaidi Nuevar,Viern Repuaden,"Uzberthe Par, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Yōkaidi Nuevar is located in Haiteria.,Yōkaidi Nuevar,Haiteria,"Uzberthe Par, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
